GEO.id,GEO.id2,GEO.display0label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
1400000US36055009604,36055009604,"Census Tract 96.04, Monroe County, New York",795,83,0,**,667,151,817,149,852,50,639,352,0,**
1400000US36055010100,36055010100,"Census Tract 101, Monroe County, New York",963,156,0,**,0,**,954,194,1138,262,0,**,0,**
1400000US36055010200,36055010200,"Census Tract 102, Monroe County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055010300,36055010300,"Census Tract 103, Monroe County, New York",805,460,0,**,0,**,0,**,823,291,0,**,0,**
1400000US36055010400,36055010400,"Census Tract 104, Monroe County, New York",812,33,0,**,718,18,840,21,1208,339,0,**,0,**
1400000US36055010500,36055010500,"Census Tract 105, Monroe County, New York",1205,198,0,**,0,**,1327,337,0,**,0,**,0,**
1400000US36055010601,36055010601,"Census Tract 106.01, Monroe County, New York",860,31,0,**,690,49,863,20,0,**,0,**,0,**
1400000US36055010602,36055010602,"Census Tract 106.02, Monroe County, New York",790,39,0,**,726,39,850,27,0,**,0,**,0,**
1400000US36055010700,36055010700,"Census Tract 107, Monroe County, New York",924,133,0,**,547,117,924,70,1092,302,0,**,0,**
1400000US36055010800,36055010800,"Census Tract 108, Monroe County, New York",867,339,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055010901,36055010901,"Census Tract 109.01, Monroe County, New York",641,138,1000,***,583,131,771,205,1081,106,0,**,0,**
1400000US36055010902,36055010902,"Census Tract 109.02, Monroe County, New York",814,40,0,**,752,29,957,93,0,**,0,**,0,**
1400000US36055011000,36055011000,"Census Tract 110, Monroe County, New York",1126,49,0,**,1669,362,1091,52,1142,149,0,**,0,**
1400000US36055011100,36055011100,"Census Tract 111, Monroe County, New York",972,279,0,**,752,250,0,**,0,**,0,**,0,**
1400000US36055011201,36055011201,"Census Tract 112.01, Monroe County, New York",1313,483,0,**,0,**,1611,272,1576,590,0,**,0,**
1400000US36055011203,36055011203,"Census Tract 112.03, Monroe County, New York",1007,321,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055011205,36055011205,"Census Tract 112.05, Monroe County, New York",1389,544,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055011207,36055011207,"Census Tract 112.07, Monroe County, New York",963,70,0,**,845,37,961,60,0,**,0,**,0,**
1400000US36055011208,36055011208,"Census Tract 112.08, Monroe County, New York",1060,81,0,**,909,269,1036,146,1564,526,0,**,0,**
1400000US36055011301,36055011301,"Census Tract 113.01, Monroe County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055011302,36055011302,"Census Tract 113.02, Monroe County, New York",1210,266,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055011400,36055011400,"Census Tract 114, Monroe County, New York",845,51,705,134,537,146,918,55,1190,280,0,**,0,**
1400000US36055011501,36055011501,"Census Tract 115.01, Monroe County, New York",881,53,0,**,850,39,1018,209,0,**,0,**,0,**
1400000US36055011503,36055011503,"Census Tract 115.03, Monroe County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055011504,36055011504,"Census Tract 115.04, Monroe County, New York",1357,375,0,**,0,**,0,**,1357,375,0,**,0,**
1400000US36055011505,36055011505,"Census Tract 115.05, Monroe County, New York",786,41,0,**,760,29,775,56,0,**,0,**,0,**
1400000US36055011601,36055011601,"Census Tract 116.01, Monroe County, New York",907,260,829,775,1512,874,829,169,1125,343,0,**,0,**
1400000US36055011603,36055011603,"Census Tract 116.03, Monroe County, New York",711,29,0,**,743,179,706,32,0,**,0,**,0,**
1400000US36055011604,36055011604,"Census Tract 116.04, Monroe County, New York",1201,113,0,**,977,45,1229,125,0,**,0,**,0,**
1400000US36055011605,36055011605,"Census Tract 116.05, Monroe County, New York",893,50,0,**,773,169,894,40,0,**,0,**,0,**
1400000US36055011703,36055011703,"Census Tract 117.03, Monroe County, New York",931,81,0,**,800,33,1056,154,1360,35,0,**,0,**
1400000US36055011705,36055011705,"Census Tract 117.05, Monroe County, New York",1000,81,0,**,2105,1631,994,67,0,**,0,**,0,**
1400000US36055011706,36055011706,"Census Tract 117.06, Monroe County, New York",1101,107,0,**,1042,198,1324,217,0,**,0,**,0,**
1400000US36055011707,36055011707,"Census Tract 117.07, Monroe County, New York",1123,86,0,**,0,**,1049,81,0,**,2250,1659,0,**
1400000US36055011800,36055011800,"Census Tract 118, Monroe County, New York",830,72,0,**,689,105,905,85,848,74,0,**,0,**
1400000US36055011901,36055011901,"Census Tract 119.01, Monroe County, New York",618,126,0,**,429,113,697,324,779,168,0,**,0,**
1400000US36055011902,36055011902,"Census Tract 119.02, Monroe County, New York",843,29,0,**,783,30,855,36,0,**,0,**,0,**
1400000US36055012000,36055012000,"Census Tract 120, Monroe County, New York",822,50,539,244,588,63,818,49,990,143,0,**,0,**
1400000US36055012100,36055012100,"Census Tract 121, Monroe County, New York",828,36,0,**,704,68,836,81,890,458,0,**,0,**
1400000US36055012201,36055012201,"Census Tract 122.01, Monroe County, New York",880,48,0,**,602,369,903,45,0,**,0,**,0,**
1400000US36055012202,36055012202,"Census Tract 122.02, Monroe County, New York",1155,114,1049,135,950,534,1208,81,0,**,0,**,0,**
1400000US36055012301,36055012301,"Census Tract 123.01, Monroe County, New York",1096,88,0,**,844,54,1177,61,2043,452,0,**,0,**
1400000US36055012304,36055012304,"Census Tract 123.04, Monroe County, New York",2551,2540,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055012305,36055012305,"Census Tract 123.05, Monroe County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055012306,36055012306,"Census Tract 123.06, Monroe County, New York",3116,711,0,**,3485,341,3110,1358,0,**,0,**,0,**
1400000US36055012401,36055012401,"Census Tract 124.01, Monroe County, New York",786,42,0,**,705,65,892,201,938,768,0,**,0,**
1400000US36055012500,36055012500,"Census Tract 125, Monroe County, New York",826,46,0,**,782,59,885,72,0,**,0,**,0,**
1400000US36055012600,36055012600,"Census Tract 126, Monroe County, New York",882,23,0,**,843,15,1417,275,1375,317,0,**,0,**
1400000US36055012700,36055012700,"Census Tract 127, Monroe County, New York",869,328,0,**,733,51,836,60,1400,68,0,**,0,**
1400000US36055012800,36055012800,"Census Tract 128, Monroe County, New York",900,41,0,**,849,14,1024,68,1283,685,0,**,0,**
1400000US36055012900,36055012900,"Census Tract 129, Monroe County, New York",1167,108,1147,730,1018,230,1224,222,0,**,0,**,0,**
1400000US36055013001,36055013001,"Census Tract 130.01, Monroe County, New York",949,31,0,**,861,53,990,40,817,535,0,**,0,**
1400000US36055013002,36055013002,"Census Tract 130.02, Monroe County, New York",969,26,0,**,881,32,991,44,1478,186,0,**,0,**
1400000US36055013101,36055013101,"Census Tract 131.01, Monroe County, New York",1057,80,0,**,831,46,1080,58,1137,234,0,**,0,**
1400000US36055013103,36055013103,"Census Tract 131.03, Monroe County, New York",975,172,0,**,1060,442,967,103,863,585,1018,496,0,**
1400000US36055013104,36055013104,"Census Tract 131.04, Monroe County, New York",765,72,692,35,624,78,994,217,1045,469,0,**,0,**
1400000US36055013203,36055013203,"Census Tract 132.03, Monroe County, New York",559,248,0,**,365,225,0,**,869,600,0,**,0,**
1400000US36055013204,36055013204,"Census Tract 132.04, Monroe County, New York",960,63,0,**,792,150,1058,89,992,796,826,90,0,**
1400000US36055013205,36055013205,"Census Tract 132.05, Monroe County, New York",1069,431,0,**,738,208,817,363,1562,445,0,**,0,**
1400000US36055013206,36055013206,"Census Tract 132.06, Monroe County, New York",1147,73,0,**,905,263,1217,126,1439,448,0,**,0,**
1400000US36055013300,36055013300,"Census Tract 133, Monroe County, New York",822,121,0,**,0,**,817,141,1094,440,0,**,0,**
1400000US36055013401,36055013401,"Census Tract 134.01, Monroe County, New York",818,36,0,**,721,14,876,31,995,132,0,**,0,**
1400000US36055013402,36055013402,"Census Tract 134.02, Monroe County, New York",1094,77,0,**,855,104,1043,64,1340,58,0,**,0,**
1400000US36055013503,36055013503,"Census Tract 135.03, Monroe County, New York",684,124,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055013505,36055013505,"Census Tract 135.05, Monroe County, New York",793,28,0,**,757,24,874,137,1090,92,0,**,0,**
1400000US36055013506,36055013506,"Census Tract 135.06, Monroe County, New York",1171,94,0,**,969,79,1204,96,1071,224,0,**,0,**
1400000US36055013507,36055013507,"Census Tract 135.07, Monroe County, New York",1105,33,0,**,1150,317,1100,33,0,**,0,**,0,**
1400000US36055013601,36055013601,"Census Tract 136.01, Monroe County, New York",836,22,0,**,830,53,824,23,1131,117,0,**,0,**
1400000US36055013603,36055013603,"Census Tract 136.03, Monroe County, New York",662,194,0,**,481,205,0,**,0,**,0,**,0,**
1400000US36055013604,36055013604,"Census Tract 136.04, Monroe County, New York",715,24,0,**,611,532,726,20,0,**,0,**,0,**
1400000US36055013701,36055013701,"Census Tract 137.01, Monroe County, New York",813,70,0,**,625,36,820,81,859,351,0,**,0,**
1400000US36055013800,36055013800,"Census Tract 138, Monroe County, New York",859,200,0,**,619,22,900,128,1086,126,0,**,0,**
1400000US36055013901,36055013901,"Census Tract 139.01, Monroe County, New York",1765,162,0,**,2020,260,775,615,1136,91,0,**,0,**
1400000US36055014001,36055014001,"Census Tract 140.01, Monroe County, New York",947,49,0,**,847,76,947,47,1321,141,0,**,0,**
1400000US36055014003,36055014003,"Census Tract 140.03, Monroe County, New York",791,34,0,**,722,50,826,43,1543,810,0,**,0,**
1400000US36055014004,36055014004,"Census Tract 140.04, Monroe County, New York",906,91,516,40,637,70,999,65,0,**,0,**,0,**
1400000US36055014102,36055014102,"Census Tract 141.02, Monroe County, New York",900,223,0,**,668,174,920,76,1152,123,0,**,0,**
1400000US36055014103,36055014103,"Census Tract 141.03, Monroe County, New York",646,251,0,**,430,115,863,57,1010,583,0,**,0,**
1400000US36055014104,36055014104,"Census Tract 141.04, Monroe County, New York",675,209,0,**,565,80,766,667,927,259,0,**,0,**
1400000US36055014202,36055014202,"Census Tract 142.02, Monroe County, New York",979,79,0,**,902,229,1080,48,992,303,0,**,0,**
1400000US36055014204,36055014204,"Census Tract 142.04, Monroe County, New York",960,491,0,**,789,33,886,209,0,**,0,**,0,**
1400000US36055014301,36055014301,"Census Tract 143.01, Monroe County, New York",669,50,335,129,472,29,838,83,1098,725,1296,202,0,**
1400000US36055014302,36055014302,"Census Tract 143.02, Monroe County, New York",682,147,0,**,674,24,0,**,0,**,0,**,0,**
1400000US36055014501,36055014501,"Census Tract 145.01, Monroe County, New York",885,169,0,**,868,80,799,258,0,**,0,**,0,**
1400000US36055014503,36055014503,"Census Tract 145.03, Monroe County, New York",931,97,0,**,716,55,947,65,799,770,0,**,0,**
1400000US36055014504,36055014504,"Census Tract 145.04, Monroe County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055014505,36055014505,"Census Tract 145.05, Monroe County, New York",857,66,0,**,764,57,926,109,928,79,0,**,0,**
1400000US36055014601,36055014601,"Census Tract 146.01, Monroe County, New York",941,113,0,**,842,30,1056,83,0,**,0,**,0,**
1400000US36055014602,36055014602,"Census Tract 146.02, Monroe County, New York",908,174,0,**,803,718,993,330,695,603,1948,501,0,**
1400000US36055014700,36055014700,"Census Tract 147, Monroe County, New York",941,44,0,**,754,212,971,44,902,321,0,**,0,**
1400000US36055014803,36055014803,"Census Tract 148.03, Monroe County, New York",1097,103,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055014901,36055014901,"Census Tract 149.01, Monroe County, New York",823,97,0,**,633,36,866,66,1137,121,0,**,0,**
1400000US36055014903,36055014903,"Census Tract 149.03, Monroe County, New York",1068,223,0,**,0,**,950,296,1111,653,0,**,0,**
1400000US36055014905,36055014905,"Census Tract 149.05, Monroe County, New York",806,50,0,**,777,15,945,144,0,**,0,**,0,**
1400000US36055014906,36055014906,"Census Tract 149.06, Monroe County, New York",1082,69,0,**,745,158,1138,50,1177,265,0,**,0,**
1400000US36055015000,36055015000,"Census Tract 150, Monroe County, New York",762,126,0,**,441,201,888,342,0,**,0,**,0,**
1400000US36055015101,36055015101,"Census Tract 151.01, Monroe County, New York",758,60,0,**,630,17,799,56,780,46,0,**,0,**
1400000US36055015102,36055015102,"Census Tract 151.02, Monroe County, New York",906,228,0,**,0,**,635,177,993,155,0,**,0,**
1400000US36055015200,36055015200,"Census Tract 152, Monroe County, New York",745,141,0,**,347,139,680,123,1076,239,0,**,0,**
1400000US36055015301,36055015301,"Census Tract 153.01, Monroe County, New York",897,94,0,**,901,415,898,100,890,282,0,**,0,**
1400000US36055015303,36055015303,"Census Tract 153.03, Monroe County, New York",845,50,0,**,682,165,888,55,1032,877,0,**,0,**
1400000US36055015304,36055015304,"Census Tract 153.04, Monroe County, New York",723,112,375,21,620,33,807,121,1026,284,1597,500,1338,183
1400000US36055015400,36055015400,"Census Tract 154, Monroe County, New York",696,57,0,**,285,218,779,71,0,**,725,66,0,**
1400000US36055980000,36055980000,"Census Tract 9800, Monroe County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055980100,36055980100,"Census Tract 9801, Monroe County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36055990000,36055990000,"Census Tract 9900, Monroe County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36057070200,36057070200,"Census Tract 702, Montgomery County, New York",430,99,0,**,333,72,672,220,589,457,387,192,0,**
1400000US36057070400,36057070400,"Census Tract 704, Montgomery County, New York",741,59,0,**,547,73,717,103,838,108,825,74,0,**
1400000US36057070500,36057070500,"Census Tract 705, Montgomery County, New York",847,68,0,**,0,**,717,88,868,79,0,**,0,**
1400000US36057070700,36057070700,"Census Tract 707, Montgomery County, New York",746,48,0,**,489,103,693,144,747,47,0,**,0,**
1400000US36057070800,36057070800,"Census Tract 708, Montgomery County, New York",719,68,0,**,617,101,736,62,733,117,0,**,0,**
1400000US36057070900,36057070900,"Census Tract 709, Montgomery County, New York",729,75,0,**,569,48,780,96,709,83,858,88,0,**
1400000US36057072100,36057072100,"Census Tract 721, Montgomery County, New York",678,14,0,**,677,4,640,299,1267,578,885,197,0,**
1400000US36057072200,36057072200,"Census Tract 722, Montgomery County, New York",635,29,472,66,608,211,644,109,716,52,0,**,0,**
1400000US36057072300,36057072300,"Census Tract 723, Montgomery County, New York",537,132,0,**,413,32,652,259,635,111,710,258,0,**
1400000US36057072400,36057072400,"Census Tract 724, Montgomery County, New York",629,43,0,**,535,61,658,150,702,86,763,682,0,**
1400000US36057072500,36057072500,"Census Tract 725, Montgomery County, New York",627,71,0,**,525,120,638,59,685,100,0,**,0,**
1400000US36057072600,36057072600,"Census Tract 726, Montgomery County, New York",767,180,0,**,585,44,725,155,772,402,1006,129,0,**
1400000US36057072700,36057072700,"Census Tract 727, Montgomery County, New York",822,100,0,**,713,194,706,66,865,119,855,15,0,**
1400000US36057072800,36057072800,"Census Tract 728, Montgomery County, New York",750,127,0,**,0,**,625,94,888,85,0,**,0,**
1400000US36059300100,36059300100,"Census Tract 3001, Nassau County, New York",769,490,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059300300,36059300300,"Census Tract 3003, Nassau County, New York",1622,411,0,**,1155,378,1951,669,2237,837,3500,***,0,**
1400000US36059300400,36059300400,"Census Tract 3004, Nassau County, New York",2254,556,0,**,0,**,1150,584,2571,669,3107,2401,0,**
1400000US36059300500,36059300500,"Census Tract 3005, Nassau County, New York",1758,182,0,**,1592,1105,1614,475,2250,1409,3500,***,0,**
1400000US36059300800,36059300800,"Census Tract 3008, Nassau County, New York",1527,355,0,**,1063,496,1613,449,2864,509,0,**,0,**
1400000US36059300900,36059300900,"Census Tract 3009, Nassau County, New York",1621,709,1375,1329,0,**,0,**,3500,***,0,**,0,**
1400000US36059301000,36059301000,"Census Tract 3010, Nassau County, New York",2172,472,0,**,1398,1155,2433,1728,2163,601,0,**,0,**
1400000US36059301101,36059301101,"Census Tract 3011.01, Nassau County, New York",2223,166,1403,328,1451,266,2229,252,2418,307,2528,2386,0,**
1400000US36059301102,36059301102,"Census Tract 3011.02, Nassau County, New York",2002,189,0,**,1894,136,2209,159,2900,1127,3500,***,0,**
1400000US36059301200,36059301200,"Census Tract 3012, Nassau County, New York",1764,159,1390,558,1057,226,1846,121,2348,282,2708,338,0,**
1400000US36059301300,36059301300,"Census Tract 3013, Nassau County, New York",1629,162,0,**,1172,284,1688,228,2097,347,0,**,0,**
1400000US36059301400,36059301400,"Census Tract 3014, Nassau County, New York",2038,417,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059301500,36059301500,"Census Tract 3015, Nassau County, New York",3500,***,0,**,0,**,0,**,3500,***,3500,***,0,**
1400000US36059301600,36059301600,"Census Tract 3016, Nassau County, New York",1684,154,0,**,1549,315,0,**,0,**,0,**,0,**
1400000US36059301700,36059301700,"Census Tract 3017, Nassau County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059301800,36059301800,"Census Tract 3018, Nassau County, New York",1208,347,0,**,842,35,1700,1164,3116,262,2708,2067,0,**
1400000US36059301900,36059301900,"Census Tract 3019, Nassau County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059302000,36059302000,"Census Tract 3020, Nassau County, New York",2113,180,2083,242,1973,262,2188,163,1863,924,3143,577,0,**
1400000US36059302101,36059302101,"Census Tract 3021.01, Nassau County, New York",1533,433,0,**,0,**,1321,191,2555,2195,0,**,0,**
1400000US36059302102,36059302102,"Census Tract 3021.02, Nassau County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059302200,36059302200,"Census Tract 3022, Nassau County, New York",1162,685,0,**,717,428,1352,1073,1217,881,0,**,0,**
1400000US36059302300,36059302300,"Census Tract 3023, Nassau County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059302400,36059302400,"Census Tract 3024, Nassau County, New York",1908,939,0,**,0,**,0,**,2530,2423,0,**,0,**
1400000US36059302501,36059302501,"Census Tract 3025.01, Nassau County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059302502,36059302502,"Census Tract 3025.02, Nassau County, New York",1574,822,0,**,0,**,1729,730,0,**,0,**,0,**
1400000US36059302600,36059302600,"Census Tract 3026, Nassau County, New York",1408,70,0,**,1330,93,1561,183,0,**,0,**,0,**
1400000US36059302700,36059302700,"Census Tract 3027, Nassau County, New York",2032,343,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059302800,36059302800,"Census Tract 3028, Nassau County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059303000,36059303000,"Census Tract 3030, Nassau County, New York",1397,113,0,**,1330,121,1435,370,0,**,2639,1201,0,**
1400000US36059303101,36059303101,"Census Tract 3031.01, Nassau County, New York",1280,606,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059303102,36059303102,"Census Tract 3031.02, Nassau County, New York",1850,345,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059303201,36059303201,"Census Tract 3032.01, Nassau County, New York",2440,1526,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059303202,36059303202,"Census Tract 3032.02, Nassau County, New York",1322,240,725,406,785,55,1620,305,2313,694,2611,1434,0,**
1400000US36059303301,36059303301,"Census Tract 3033.01, Nassau County, New York",2313,804,0,**,1794,199,0,**,0,**,0,**,0,**
1400000US36059303302,36059303302,"Census Tract 3033.02, Nassau County, New York",1590,132,0,**,1381,66,1761,55,1912,328,0,**,0,**
1400000US36059303400,36059303400,"Census Tract 3034, Nassau County, New York",3500,***,0,**,0,**,0,**,0,**,3500,***,0,**
1400000US36059303500,36059303500,"Census Tract 3035, Nassau County, New York",1875,179,0,**,1241,712,1824,311,2058,417,0,**,0,**
1400000US36059303600,36059303600,"Census Tract 3036, Nassau County, New York",1453,132,1192,128,1166,251,1566,282,2114,539,0,**,0,**
1400000US36059303700,36059303700,"Census Tract 3037, Nassau County, New York",1544,212,0,**,1582,206,1385,562,1614,1556,0,**,0,**
1400000US36059303800,36059303800,"Census Tract 3038, Nassau County, New York",1609,162,0,**,1643,87,1163,245,2034,1237,3010,1361,0,**
1400000US36059303900,36059303900,"Census Tract 3039, Nassau County, New York",2321,1310,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059304001,36059304001,"Census Tract 3040.01, Nassau County, New York",1750,220,0,**,0,**,1750,269,1750,322,0,**,0,**
1400000US36059304002,36059304002,"Census Tract 3040.02, Nassau County, New York",1474,232,1039,310,1385,136,1463,452,2275,159,0,**,0,**
1400000US36059304100,36059304100,"Census Tract 3041, Nassau County, New York",1565,317,0,**,1407,207,1517,651,2750,1237,0,**,0,**
1400000US36059304202,36059304202,"Census Tract 3042.02, Nassau County, New York",1132,394,0,**,0,**,1203,586,739,137,0,**,0,**
1400000US36059304203,36059304203,"Census Tract 3042.03, Nassau County, New York",1145,234,0,**,0,**,925,98,1614,538,798,200,2533,385
1400000US36059404400,36059404400,"Census Tract 4044, Nassau County, New York",1420,130,0,**,1385,221,1417,256,0,**,0,**,0,**
1400000US36059404500,36059404500,"Census Tract 4045, Nassau County, New York",1494,161,0,**,1289,86,1629,162,2067,300,0,**,0,**
1400000US36059404600,36059404600,"Census Tract 4046, Nassau County, New York",979,276,0,**,0,**,1658,207,0,**,0,**,0,**
1400000US36059404700,36059404700,"Census Tract 4047, Nassau County, New York",1543,281,0,**,1250,135,1653,611,0,**,0,**,0,**
1400000US36059404800,36059404800,"Census Tract 4048, Nassau County, New York",1748,137,0,**,1104,213,1443,206,1863,177,2844,702,0,**
1400000US36059404901,36059404901,"Census Tract 4049.01, Nassau County, New York",2215,259,0,**,0,**,0,**,2356,328,0,**,0,**
1400000US36059404902,36059404902,"Census Tract 4049.02, Nassau County, New York",1450,181,1893,484,1303,289,1300,645,1944,664,0,**,0,**
1400000US36059405000,36059405000,"Census Tract 4050, Nassau County, New York",1550,261,0,**,0,**,1587,271,1620,734,2070,386,0,**
1400000US36059405100,36059405100,"Census Tract 4051, Nassau County, New York",1658,248,0,**,0,**,1672,275,0,**,0,**,0,**
1400000US36059405200,36059405200,"Census Tract 4052, Nassau County, New York",1496,194,0,**,1098,934,1480,196,1970,559,0,**,0,**
1400000US36059405301,36059405301,"Census Tract 4053.01, Nassau County, New York",1421,410,0,**,1053,131,0,**,1676,133,0,**,0,**
1400000US36059405302,36059405302,"Census Tract 4053.02, Nassau County, New York",1720,480,0,**,1109,237,1789,818,2375,1241,0,**,0,**
1400000US36059405400,36059405400,"Census Tract 4054, Nassau County, New York",1054,592,636,389,525,383,1717,183,2338,468,2739,1793,0,**
1400000US36059405500,36059405500,"Census Tract 4055, Nassau County, New York",1984,739,0,**,0,**,1800,1551,2301,230,0,**,0,**
1400000US36059405600,36059405600,"Census Tract 4056, Nassau County, New York",1528,360,0,**,0,**,1681,105,878,638,0,**,0,**
1400000US36059405700,36059405700,"Census Tract 4057, Nassau County, New York",2074,1650,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059405900,36059405900,"Census Tract 4059, Nassau County, New York",1815,243,0,**,0,**,1580,1196,0,**,2193,781,0,**
1400000US36059406001,36059406001,"Census Tract 4060.01, Nassau County, New York",1683,307,0,**,895,337,1758,257,2298,526,0,**,0,**
1400000US36059406002,36059406002,"Census Tract 4060.02, Nassau County, New York",1516,456,0,**,1602,245,1221,550,0,**,0,**,0,**
1400000US36059406100,36059406100,"Census Tract 4061, Nassau County, New York",2236,466,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059406201,36059406201,"Census Tract 4062.01, Nassau County, New York",1205,292,0,**,0,**,1142,71,0,**,0,**,0,**
1400000US36059406202,36059406202,"Census Tract 4062.02, Nassau County, New York",2691,103,0,**,0,**,0,**,2738,27,0,**,0,**
1400000US36059406300,36059406300,"Census Tract 4063, Nassau County, New York",3500,***,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059406400,36059406400,"Census Tract 4064, Nassau County, New York",1952,674,0,**,1903,322,1814,456,0,**,0,**,0,**
1400000US36059406501,36059406501,"Census Tract 4065.01, Nassau County, New York",0,**,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059406600,36059406600,"Census Tract 4066, Nassau County, New York",1831,1107,0,**,0,**,0,**,1801,119,0,**,0,**
1400000US36059406701,36059406701,"Census Tract 4067.01, Nassau County, New York",1278,101,1055,106,1250,393,1336,82,1962,338,1705,1567,0,**
1400000US36059406702,36059406702,"Census Tract 4067.02, Nassau County, New York",1044,227,953,300,888,416,1081,510,0,**,0,**,0,**
1400000US36059406801,36059406801,"Census Tract 4068.01, Nassau County, New York",1389,78,1175,122,1265,174,1438,102,1718,105,0,**,0,**
1400000US36059406802,36059406802,"Census Tract 4068.02, Nassau County, New York",1427,68,1134,192,1280,130,1531,129,1706,148,0,**,0,**
1400000US36059406900,36059406900,"Census Tract 4069, Nassau County, New York",1361,179,405,305,1032,625,1420,148,1566,451,2406,449,2505,1543
1400000US36059407101,36059407101,"Census Tract 4071.01, Nassau County, New York",1204,233,0,**,1017,160,1147,295,1642,362,0,**,0,**
1400000US36059407102,36059407102,"Census Tract 4071.02, Nassau County, New York",1593,294,0,**,0,**,1607,225,0,**,0,**,0,**
1400000US36059407201,36059407201,"Census Tract 4072.01, Nassau County, New York",1282,62,1070,75,1302,102,1409,63,0,**,0,**,0,**
1400000US36059407301,36059407301,"Census Tract 4073.01, Nassau County, New York",2758,234,0,**,2655,361,3089,306,2346,128,2962,299,0,**
1400000US36059407302,36059407302,"Census Tract 4073.02, Nassau County, New York",1369,153,0,**,0,**,1400,670,1401,247,0,**,3500,***
1400000US36059407401,36059407401,"Census Tract 4074.01, Nassau County, New York",1233,131,0,**,950,418,1330,92,1017,563,1993,1001,1218,176
1400000US36059407402,36059407402,"Census Tract 4074.02, Nassau County, New York",641,472,610,527,1301,383,631,47,0,**,0,**,0,**
1400000US36059407501,36059407501,"Census Tract 4075.01, Nassau County, New York",1519,208,556,244,725,597,1622,306,1746,339,0,**,0,**
1400000US36059407600,36059407600,"Census Tract 4076, Nassau County, New York",2618,454,0,**,0,**,0,**,2678,226,0,**,0,**
1400000US36059407801,36059407801,"Census Tract 4078.01, Nassau County, New York",399,203,0,**,386,44,0,**,0,**,0,**,0,**
1400000US36059407802,36059407802,"Census Tract 4078.02, Nassau County, New York",1009,87,0,**,984,102,1020,137,0,**,0,**,0,**
1400000US36059407900,36059407900,"Census Tract 4079, Nassau County, New York",2133,702,0,**,1875,1490,1746,258,2781,203,0,**,0,**
1400000US36059408100,36059408100,"Census Tract 4081, Nassau County, New York",2073,391,0,**,0,**,0,**,2172,196,0,**,0,**
1400000US36059408200,36059408200,"Census Tract 4082, Nassau County, New York",2325,1547,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059408300,36059408300,"Census Tract 4083, Nassau County, New York",1950,267,0,**,1953,374,2080,1595,0,**,0,**,0,**
1400000US36059408400,36059408400,"Census Tract 4084, Nassau County, New York",2264,166,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059408500,36059408500,"Census Tract 4085, Nassau County, New York",1888,388,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059408700,36059408700,"Census Tract 4087, Nassau County, New York",1753,226,0,**,0,**,0,**,0,**,0,**,0,**
1400000US36059408800,36059408800,"Census Tract 4088, Nassau County, New York",2030,289,0,**,1370,389,1757,237,0,**,0,**,0,**
1400000US36059408900,36059408900,"Census Tract 4089, Nassau County, New York",1779,315,1170,145,0,**,1848,194,2085,310,0,**,0,**
1400000US36059409000,36059409000,"Census Tract 4090, Nassau County, New York",1902,549,0,**,0,**,0,**,0,**,0,**,0,**
